source,city,country,species,common_name,latitude,longitude,date,observer,photo_url,quality,record_url
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4351838756,3.5348383337,2026-04-18,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/640660171/medium.jpg,research,https://www.inaturalist.org/observations/351095269
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4359578142,3.5348540917,2026-04-13,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/637974283/medium.jpg,research,https://www.inaturalist.org/observations/349705887
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4415182765,3.5357710719,2026-04-12,charlesanyebepaul,https://inaturalist-open-data.s3.amazonaws.com/photos/637090137/medium.jpg,research,https://www.inaturalist.org/observations/349259152
iNaturalist,Lagos,Nigeria,Philothamnus semivariegatus,Spotted Bush Snake,6.4367378023,3.5361186428,2026-04-09,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/635949319/medium.jpg,research,https://www.inaturalist.org/observations/348676309
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4343166667,3.5349783333,2026-03-09,venomag,https://inaturalist-open-data.s3.amazonaws.com/photos/629158919/medium.jpg,research,https://www.inaturalist.org/observations/345245786
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4388771253,3.5350389068,2026-03-23,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/628127888/medium.jpg,research,https://www.inaturalist.org/observations/344717061
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4260077147,3.5981524271,2026-03-11,charlesanyebepaul,https://inaturalist-open-data.s3.amazonaws.com/photos/623617321/medium.jpg,research,https://www.inaturalist.org/observations/342447703
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4407774559,3.535180832,2026-03-03,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/620903309/medium.jpg,research,https://www.inaturalist.org/observations/341114445
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4376803717,3.535101828,2026-02-27,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/619899376/medium.jpg,research,https://www.inaturalist.org/observations/340623961
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4391146037,3.5362219233,2026-02-23,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/618384088/medium.jpg,research,https://www.inaturalist.org/observations/339879586
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4409320501,3.5352771545,2026-02-21,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/618060156/medium.jpg,research,https://www.inaturalist.org/observations/339721399
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4415182765,3.5357710719,2026-02-22,charlesanyebepaul,https://inaturalist-open-data.s3.amazonaws.com/photos/618059789/medium.jpg,research,https://www.inaturalist.org/observations/339721306
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4625636893,3.4891098587,2026-02-22,charlesanyebepaul,https://inaturalist-open-data.s3.amazonaws.com/photos/618057918/medium.jpg,research,https://www.inaturalist.org/observations/339720530
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4807657267,3.4390326282,2026-02-15,charlesanyebepaul,https://inaturalist-open-data.s3.amazonaws.com/photos/616010785/medium.jpg,research,https://www.inaturalist.org/observations/338704953
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4408363655,3.5347857543,2026-02-14,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/615730802/medium.jpg,research,https://www.inaturalist.org/observations/338561410
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4094824708,3.4861390269,2026-02-13,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/615721952/medium.jpg,research,https://www.inaturalist.org/observations/338557162
iNaturalist,Lagos,Nigeria,Psammophis phillipsii,Olive Grass Racer,6.4317583424,3.5369038054,2026-02-12,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/615721960/medium.jpg,research,https://www.inaturalist.org/observations/338557161
iNaturalist,Lagos,Nigeria,Causus maculatus,Spotted Night Adder,6.4318073302,3.5371658671,2026-02-12,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/615721932/medium.jpg,research,https://www.inaturalist.org/observations/338557160
iNaturalist,Lagos,Nigeria,Psammophis,Sand Racers,6.432276015,4.0336048231,2026-01-07,uthmanoyebamiji,https://inaturalist-open-data.s3.amazonaws.com/photos/607429389/medium.jpg,needs_id,https://www.inaturalist.org/observations/334481894
iNaturalist,Lagos,Nigeria,Dendroaspis jamesoni,Jameson's Mamba,6.4343043229,3.5349781439,2026-01-11,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/607238847/medium.jpg,research,https://www.inaturalist.org/observations/334389939
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.5300011465,3.4358047533,2025-12-28,charlesanyebepaul,https://inaturalist-open-data.s3.amazonaws.com/photos/603590073/medium.jpg,research,https://www.inaturalist.org/observations/332572382
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.50612933,3.4372388273,2025-12-22,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/601758105/medium.jpg,research,https://www.inaturalist.org/observations/331682791
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4415182765,3.5357710719,2025-12-13,charlesanyebepaul,https://inaturalist-open-data.s3.amazonaws.com/photos/599846726/medium.jpg,research,https://www.inaturalist.org/observations/330751953
iNaturalist,Lagos,Nigeria,Serpentes,Snakes,6.4527701475,3.4223915464,2025-11-28,demialli,https://inaturalist-open-data.s3.amazonaws.com/photos/597078341/medium.jpg,needs_id,https://www.inaturalist.org/observations/329394915
iNaturalist,Lagos,Nigeria,Dendroaspis jamesoni,Jameson's Mamba,6.4377378753,3.5370182636,2025-11-27,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/596901135/medium.jpg,research,https://www.inaturalist.org/observations/329308776
iNaturalist,Lagos,Nigeria,Serpentes,Snakes,6.4204811513,4.0611095354,2025-12-02,uthmanoyebamiji,https://inaturalist-open-data.s3.amazonaws.com/photos/596745842/medium.jpg,needs_id,https://www.inaturalist.org/observations/329231114
iNaturalist,Lagos,Nigeria,Dendroaspis jamesoni,Jameson's Mamba,6.4391508397,3.5352711752,2025-12-01,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/596740967/medium.jpg,research,https://www.inaturalist.org/observations/329228630
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4415182765,3.5357710719,2025-11-29,charlesanyebepaul,https://inaturalist-open-data.s3.amazonaws.com/photos/595762633/medium.jpg,research,https://www.inaturalist.org/observations/328737818
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4358078908,3.5353801399,2025-11-21,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/593305849/medium.jpg,research,https://www.inaturalist.org/observations/327483860
iNaturalist,Lagos,Nigeria,Philothamnus semivariegatus,Spotted Bush Snake,7.0441870556,2.4981429167,2025-11-06,gboja,https://inaturalist-open-data.s3.amazonaws.com/photos/593300119/medium.jpg,research,https://www.inaturalist.org/observations/327480846
iNaturalist,Lagos,Nigeria,Psammophis afroccidentalis,West African Whip Snake,6.4359228321,4.0204844624,2025-11-18,uthmanoyebamiji,https://inaturalist-open-data.s3.amazonaws.com/photos/592487517/medium.jpg,research,https://www.inaturalist.org/observations/327073701
iNaturalist,Lagos,Nigeria,Psammophis elegans,Elegant Sand Racer,6.4320094825,3.5352943093,2025-11-12,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/590788936/medium.jpg,research,https://www.inaturalist.org/observations/326222134
iNaturalist,Lagos,Nigeria,Philothamnus heterodermus,Emerald Green Snake,6.4326781457,3.5352470353,2025-11-06,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/588733067/medium.jpg,research,https://www.inaturalist.org/observations/325189956
iNaturalist,Lagos,Nigeria,Thelotornis kirtlandii,Bird Snake,6.4412867976,3.5353069974,2025-10-22,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/583973720/medium.jpg,research,https://www.inaturalist.org/observations/322779414
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.5967142055,3.5679086798,2025-10-24,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/583913739/medium.jpg,research,https://www.inaturalist.org/observations/322747001
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4273553075,3.4835083611,2025-10-11,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/578813545/medium.jpg,research,https://www.inaturalist.org/observations/320155808
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.415947447,3.5318657506,2025-10-03,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/575829442/medium.jpg,research,https://www.inaturalist.org/observations/318596718
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.5902404266,3.4583022249,2025-10-03,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/575485777/medium.jpg,research,https://www.inaturalist.org/observations/318421650
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.5547740651,3.5736044756,2025-09-30,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/574301750/medium.jpg,research,https://www.inaturalist.org/observations/317802660
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.5360007651,3.4300084885,2025-09-21,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/569935300/medium.jpg,research,https://www.inaturalist.org/observations/315492394
iNaturalist,Lagos,Nigeria,Dendroaspis jamesoni,Jameson's Mamba,6.4384625285,3.5349788144,2025-09-11,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/565345175/medium.jpg,research,https://www.inaturalist.org/observations/313079503
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.5797355222,3.4660546064,2025-08-24,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/557913778/medium.jpg,research,https://www.inaturalist.org/observations/309188888
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4122548556,3.4721877385,2025-07-19,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/539480113/medium.jpg,research,https://www.inaturalist.org/observations/299449526
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.5853961928,3.4289371783,2025-07-11,al-dayaffin,https://inaturalist-open-data.s3.amazonaws.com/photos/534804438/medium.jpg,research,https://www.inaturalist.org/observations/296979083
iNaturalist,Lagos,Nigeria,Thelotornis kirtlandii,Bird Snake,6.4369013313,3.534979485,2025-07-10,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/534479572/medium.jpg,research,https://www.inaturalist.org/observations/296810363
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4374828333,3.5351679444,2025-07-08,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/533377005/medium.jpg,needs_id,https://www.inaturalist.org/observations/296229183
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4350669867,3.4937569335,2025-06-24,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/526069188/medium.jpg,research,https://www.inaturalist.org/observations/292336394
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.5090315583,3.4735077307,2025-06-20,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/524324070/medium.jpg,research,https://www.inaturalist.org/observations/291414920
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4382079931,3.5343843699,2025-06-01,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/514507806/medium.jpg,research,https://www.inaturalist.org/observations/286205957
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4370948987,3.5350153595,2025-05-25,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/510725137/medium.jpg,research,https://www.inaturalist.org/observations/284193641
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4390017617,3.5351505496,2025-05-23,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/509100364/medium.jpg,research,https://www.inaturalist.org/observations/283331908
iNaturalist,Lagos,Nigeria,Dendroaspis jamesoni,Jameson's Mamba,6.4344868968,3.5350901261,2025-05-19,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/507280037/medium.jpg,research,https://www.inaturalist.org/observations/282352038
iNaturalist,Lagos,Nigeria,Dendroaspis jamesoni,Jameson's Mamba,6.4368036271,3.5351471625,2025-05-19,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/507246417/medium.jpg,research,https://www.inaturalist.org/observations/282334134
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4406180278,3.5347780833,2025-05-15,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/505195603/medium.jpg,research,https://www.inaturalist.org/observations/281242149
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.438667916,3.535314782,2025-05-09,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/502369161/medium.jpg,research,https://www.inaturalist.org/observations/279744647
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4411283753,3.5354339536,2025-05-09,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/502250529/medium.jpg,research,https://www.inaturalist.org/observations/279680100
iNaturalist,Lagos,Nigeria,Philothamnus,Philothamnus,6.4410957749,3.5348239665,2025-05-08,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/501751351/medium.jpg,needs_id,https://www.inaturalist.org/observations/279414238
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.44205,3.537703,2025-04-23,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/490152616/medium.jpg,research,https://www.inaturalist.org/observations/272443487
iNaturalist,Lagos,Nigeria,Philothamnus semivariegatus,Spotted Bush Snake,6.4324106139,3.5342345014,2025-04-19,taofeeq_adeyemi,https://static.inaturalist.org/photos/488332158/medium.jpeg,research,https://www.inaturalist.org/observations/271479091
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4382121209,3.5348673415,2025-04-14,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/486636997/medium.jpg,research,https://www.inaturalist.org/observations/270583749
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.441310385,3.5355259851,2025-04-10,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/485201518/medium.jpeg,research,https://www.inaturalist.org/observations/269830405
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4361647085,3.5351699218,2025-04-07,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/483942163/medium.jpeg,research,https://www.inaturalist.org/observations/269156123
iNaturalist,Lagos,Nigeria,Bitis gabonica,Gaboon Viper,6.4264099,3.98433775,2025-03-28,fotay,https://inaturalist-open-data.s3.amazonaws.com/photos/480744079/medium.jpg,research,https://www.inaturalist.org/observations/267508017
iNaturalist,Lagos,Nigeria,Meizodon,Meizodon,6.46673585,3.5361269,2025-03-19,fotay,https://inaturalist-open-data.s3.amazonaws.com/photos/480557913/medium.jpg,needs_id,https://www.inaturalist.org/observations/267411668
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4364043638,3.5360625557,2025-02-27,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/473132584/medium.jpg,research,https://www.inaturalist.org/observations/263371921
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4374453259,3.5352513305,2025-02-16,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/470510268/medium.jpg,research,https://www.inaturalist.org/observations/261848831
iNaturalist,Lagos,Nigeria,Dendroaspis jamesoni,Jameson's Mamba,6.4335776646,3.5345954443,2025-02-10,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/470255900/medium.jpg,research,https://www.inaturalist.org/observations/261352530
iNaturalist,Lagos,Nigeria,Naja subfulva,Brown Forest Cobra,6.575695,3.3884592,2025-02-02,primecentric,https://www.inaturalist.org/assets/copyright-infringement-medium.png,casual,https://www.inaturalist.org/observations/260423365
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4360092,3.5355754,2024-10-07,taofeeq_adeyemi,https://static.inaturalist.org/photos/467249223/medium.jpeg,research,https://www.inaturalist.org/observations/260209237
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4396409193,3.5374082252,2025-01-05,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/461834225/medium.jpeg,research,https://www.inaturalist.org/observations/257447770
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4263137319,3.4449216849,2024-12-22,taofeeq_adeyemi,https://static.inaturalist.org/photos/459287758/medium.jpeg,research,https://www.inaturalist.org/observations/256198414
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4275338114,3.4229440132,2024-12-22,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/458625532/medium.jpeg,research,https://www.inaturalist.org/observations/255865857
iNaturalist,Lagos,Nigeria,Psammophis elegans,Elegant Sand Racer,6.4319448061,3.5347484594,2024-12-19,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/458446762/medium.jpg,research,https://www.inaturalist.org/observations/255662373
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4698464491,3.5921070766,2024-11-26,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/453289488/medium.jpeg,research,https://www.inaturalist.org/observations/253182547
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.5154229798,3.5160555406,2024-11-26,taofeeq_adeyemi,https://static.inaturalist.org/photos/453269685/medium.jpeg,research,https://www.inaturalist.org/observations/253171728
iNaturalist,Lagos,Nigeria,Dendroaspis jamesoni,Jameson's Mamba,6.4383204978,3.5347585548,2024-11-23,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/453018059/medium.jpeg,research,https://www.inaturalist.org/observations/253042095
iNaturalist,Lagos,Nigeria,Dendroaspis jamesoni,Jameson's Mamba,6.4365395091,3.5354246177,2024-11-17,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/451030057/medium.jpeg,research,https://www.inaturalist.org/observations/252005336
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4246837649,2.6663975332,2024-10-12,auri-g,https://inaturalist-open-data.s3.amazonaws.com/photos/445956655/medium.jpg,research,https://www.inaturalist.org/observations/249469365
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4494426341,3.4261280192,2024-10-16,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/442290159/medium.jpeg,research,https://www.inaturalist.org/observations/247618965
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4414457505,3.535530996,2024-10-10,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/440278733/medium.jpeg,research,https://www.inaturalist.org/observations/246603787
iNaturalist,Lagos,Nigeria,Dendroaspis jamesoni,Jameson's Mamba,6.4369076614,3.5349452868,2024-09-17,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/432276106/medium.jpeg,research,https://www.inaturalist.org/observations/242476174
iNaturalist,Lagos,Nigeria,Dendroaspis jamesoni,Jameson's Mamba,6.4369476409,3.534899354,,taofeeq_adeyemi,https://static.inaturalist.org/photos/431935158/medium.jpeg,casual,https://www.inaturalist.org/observations/242286966
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4605391245,3.5164092666,2024-09-16,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/431544955/medium.jpeg,research,https://www.inaturalist.org/observations/242086470
iNaturalist,Lagos,Nigeria,Thelotornis kirtlandii,Bird Snake,6.4323119969,3.5370250046,2024-09-01,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/425845602/medium.jpeg,research,https://www.inaturalist.org/observations/239132824
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4349803126,3.535329178,2024-09-01,gbolahanoladoja,https://inaturalist-open-data.s3.amazonaws.com/photos/425844988/medium.jpeg,research,https://www.inaturalist.org/observations/239132402
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.4414983183,3.5356313095,2024-04-18,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/423334501/medium.jpeg,research,https://www.inaturalist.org/observations/237835102
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4343560033,3.5988662348,2024-06-24,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/423326818/medium.jpeg,research,https://www.inaturalist.org/observations/237831274
iNaturalist,Lagos,Nigeria,Philothamnus semivariegatus,Spotted Bush Snake,6.4323603059,3.5370699316,2024-08-10,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/422555719/medium.jpeg,research,https://www.inaturalist.org/observations/237430144
iNaturalist,Lagos,Nigeria,Psammophis elegans,Elegant Sand Racer,6.4318419001,3.5353077203,2024-08-21,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/422550832/medium.jpeg,research,https://www.inaturalist.org/observations/237427554
iNaturalist,Lagos,Nigeria,Psammophis afroccidentalis,West African Whip Snake,6.4325582062,3.5364533588,2024-08-20,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/422550438/medium.jpeg,research,https://www.inaturalist.org/observations/237427189
iNaturalist,Lagos,Nigeria,Causus maculatus,Spotted Night Adder,6.431996489,3.5350807384,2024-08-23,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/422549875/medium.jpeg,research,https://www.inaturalist.org/observations/237426995
iNaturalist,Lagos,Nigeria,Dendroaspis jamesoni,Jameson's Mamba,6.4359804693,3.5349972546,2024-08-12,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/422549382/medium.jpeg,research,https://www.inaturalist.org/observations/237426761
iNaturalist,Lagos,Nigeria,Dasypeltis,Egg-eating Snakes,7.2120666667,2.8223033333,2024-08-10,uthmanoyebamiji,https://inaturalist-open-data.s3.amazonaws.com/photos/421844635/medium.jpeg,needs_id,https://www.inaturalist.org/observations/237062842
iNaturalist,Lagos,Nigeria,Philothamnus,Philothamnus,6.5384408825,3.3610729749,2024-07-28,uthmanoyebamiji,https://inaturalist-open-data.s3.amazonaws.com/photos/413483969/medium.jpeg,needs_id,https://www.inaturalist.org/observations/232719278
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4344072706,3.5355474427,2024-06-27,jalomuhammad199,https://inaturalist-open-data.s3.amazonaws.com/photos/401945128/medium.jpeg,research,https://www.inaturalist.org/observations/226621780
iNaturalist,Lagos,Nigeria,Psammophis elegans,Elegant Sand Racer,6.4324335546,3.5352784814,2024-03-27,hammedojo,https://inaturalist-open-data.s3.amazonaws.com/photos/362210305/medium.jpg,research,https://www.inaturalist.org/observations/204889918
iNaturalist,Lagos,Nigeria,Colubridae,Colubrid Snakes,7.4072166667,3.9020383333,2024-03-07,uthmanoyebamiji,https://inaturalist-open-data.s3.amazonaws.com/photos/356332116/medium.jpg,needs_id,https://www.inaturalist.org/observations/201824133
iNaturalist,Lagos,Nigeria,Boaedon,Brown House Snakes,6.6925707,3.4049377997,2022-07-26,pastorpsy,https://static.inaturalist.org/photos/217592325/medium.jpeg,needs_id,https://www.inaturalist.org/observations/128118840
iNaturalist,Lagos,Nigeria,Naja melanoleuca,Forest Cobra,6.7605592997,3.4309197997,2022-07-27,pastorpsy,https://static.inaturalist.org/photos/217590151/medium.jpeg,research,https://www.inaturalist.org/observations/128117590
iNaturalist,Lagos,Nigeria,Philothamnus semivariegatus,Spotted Bush Snake,6.6928444,3.4058638997,2022-07-04,pastorpsy,https://static.inaturalist.org/photos/214540894/medium.jpeg,research,https://www.inaturalist.org/observations/126442287
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.5862319627,2.5471346453,2021-10-19,ducorl,https://inaturalist-open-data.s3.amazonaws.com/photos/171777047/medium.jpeg,research,https://www.inaturalist.org/observations/102722980
iNaturalist,Lagos,Nigeria,Python regius,Ball Python,6.5325608674,3.346262543,2020-02-03,pidowu45,https://inaturalist-open-data.s3.amazonaws.com/photos/162761368/medium.jpg,research,https://www.inaturalist.org/observations/97828438
iNaturalist,Lagos,Nigeria,Bitis gabonica,Gaboon Viper,6.4495705056,3.5000282214,2018-10-02,pidowu45,https://inaturalist-open-data.s3.amazonaws.com/photos/162761358/medium.jpg,research,https://www.inaturalist.org/observations/97828437
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.4927292639,3.8664524139,2021-06-01,dotun55,https://inaturalist-open-data.s3.amazonaws.com/photos/133209994/medium.jpeg,research,https://www.inaturalist.org/observations/81227732
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4646403504,3.6545993015,2021-05-31,dotun55,https://inaturalist-open-data.s3.amazonaws.com/photos/133209195/medium.jpeg,research,https://www.inaturalist.org/observations/81227345
iNaturalist,Lagos,Nigeria,Psammophis,Sand Racers,6.9130824997,3.2301101997,2020-04-06,pengchen,https://static.inaturalist.org/photos/65873896/medium.jpeg,needs_id,https://www.inaturalist.org/observations/41520044
iNaturalist,Lagos,Nigeria,Boaedon,Brown House Snakes,7.1906605372,3.8011686131,2020-03-23,dotun55,https://inaturalist-open-data.s3.amazonaws.com/photos/64350036/medium.jpeg,needs_id,https://www.inaturalist.org/observations/40576344
iNaturalist,Lagos,Nigeria,Philothamnus,Philothamnus,7.377151012,3.9173334092,2019-03-10,dolapo805,https://inaturalist-open-data.s3.amazonaws.com/photos/55686211/medium.jpeg,needs_id,https://www.inaturalist.org/observations/35321256
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.46464,3.654599,2019-09-20,dotun55,https://inaturalist-open-data.s3.amazonaws.com/photos/52691387/medium.jpeg,research,https://www.inaturalist.org/observations/33544444
iNaturalist,Lagos,Nigeria,Philothamnus,Philothamnus,6.6177008544,4.1665382722,2019-08-24,olabode_emmanuel,https://inaturalist-open-data.s3.amazonaws.com/photos/50510723/medium.jpeg,needs_id,https://www.inaturalist.org/observations/32217588
iNaturalist,Lagos,Nigeria,Toxicodryas blandingii,Blandings Tree Snake,7.1409642249,2.5150180531,2019-06-22,evanprice,https://static.inaturalist.org/photos/44462045/medium.jpg,research,https://www.inaturalist.org/observations/28518472
iNaturalist,Lagos,Nigeria,Hapsidophrys smaragdina,Emerald Snake,6.4394892439,3.5357069704,2018-11-14,petersoroye,https://inaturalist-open-data.s3.amazonaws.com/photos/30445225/medium.jpg,needs_id,https://www.inaturalist.org/observations/19758891
iNaturalist,Lagos,Nigeria,Bitis arietans,Puff Adder,6.7808756372,2.4933700589,2018-02-02,oddb,https://inaturalist-open-data.s3.amazonaws.com/photos/14146599/medium.jpeg,research,https://www.inaturalist.org/observations/10232731
iNaturalist,Lagos,Nigeria,Python sebae,African Rock Python,6.9265640652,2.5186218559,2013-05-15,oddb,https://inaturalist-open-data.s3.amazonaws.com/photos/11243541/medium.jpg,research,https://www.inaturalist.org/observations/8440725
