source,city,country,species,common_name,latitude,longitude,date,observer,photo_url,quality,record_url
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.168656,28.037034,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466123901/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063427483
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.168129,28.037961,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466346091/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063431258
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.178536,28.006363,2025-1-20,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466108322/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063433578
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.168477,28.037348,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466122986/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063439621
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.168724,28.036914,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466122587/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063440625
GBIF,Johannesburg,South Africa,Chamaeleo dilepis,Chamaeleo dilepis,-26.749787,27.200099,2025-1-26,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466214996/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063441727
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.169105,28.036241,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466114791/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063442603
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-26.168705,28.036948,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466122722/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063445437
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.168135,28.03795,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466157093/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063446735
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.169172,28.036124,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466114772/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063447520
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.168736,28.036891,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466115960/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063447522
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.166228,28.037311,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466117333/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063450647
GBIF,Johannesburg,South Africa,Boaedon capensis,Boaedon capensis,-25.886941,28.326916,2025-1-26,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466180091/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063451611
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.168469,28.037362,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466153014/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063454752
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.304967,28.452296,2025-1-21,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466199767/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063457875
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.168722,28.036917,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466120357/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063458538
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.167707,28.038705,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466345016/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063470051
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-26.168947,28.03652,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466114887/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063471659
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-26.168708,28.036941,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466119144/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063489564
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.168473,28.037356,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466348555/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063490258
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.165837,28.037274,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466111626/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063493678
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.169188,28.036096,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466113617/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063495654
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.168461,28.037376,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466118897/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063496566
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.166092,28.037225,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466117994/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063499661
GBIF,Johannesburg,South Africa,Boaedon capensis,Boaedon capensis,-25.867118,27.849101,2025-1-28,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466539225/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063500894
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.168668,28.037012,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466122847/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063502750
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-26.092227,27.763197,2025-1-27,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466386231/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063512424
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.168134,28.037953,2025-1-18,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466347994/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063532362
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-25.796115,28.360468,2025-1-28,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466558357/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063533977
GBIF,Johannesburg,South Africa,Boaedon capensis,Boaedon capensis,-25.812139,28.274032,2025-1-26,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466433854/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063534563
GBIF,Johannesburg,South Africa,Hemidactylus mabouia,Hemidactylus mabouia,-26.046786,28.014333,2025-1-22,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466376187/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063562468
GBIF,Johannesburg,South Africa,Gerrhosaurus flavigularis,Gerrhosaurus flavigularis,-25.6937,28.257966,2025-1-28,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466718824/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063576452
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.094331,28.032846,2025-1-29,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466775829/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063599503
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.16825,28.034483,2025-1-23,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466934661/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063608772
GBIF,Johannesburg,South Africa,Hemidactylus mabouia,Hemidactylus mabouia,-25.868657,28.186147,2025-1-29,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/467282959/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063662829
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-26.179036,28.007385,2025-1-19,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/467773556/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063754056
GBIF,Johannesburg,South Africa,Boaedon capensis,Boaedon capensis,-25.8406,27.4904,2025-1-4,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469520660/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5064077793
GBIF,Johannesburg,South Africa,Afrotyphlops bibronii,Afrotyphlops bibronii,-25.985356,28.028515,2025-1-12,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469517680/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5064097115
GBIF,Johannesburg,South Africa,Varanus albigularis,Varanus albigularis,-26.629194,27.154505,2025-1-26,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470210368/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069989203
GBIF,Johannesburg,South Africa,Agama atra,Agama atra,-26.38276,27.72118,2025-1-24,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/471234843/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5076868030
GBIF,Johannesburg,South Africa,Agama atra,Agama atra,-26.382767,27.721181,2025-1-24,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/471234412/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5076884034
GBIF,Johannesburg,South Africa,Pachydactylus affinis,Pachydactylus affinis,-25.762662,28.924017,2025-1-29,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/466828656/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5087152920
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-25.773872,28.365027,2025-1-16,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/473139755/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5087240208
GBIF,Johannesburg,South Africa,Hemidactylus mabouia,Hemidactylus mabouia,-25.818057,28.259149,2025-1-30,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/473630872/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5087371784
GBIF,Johannesburg,South Africa,Trachylepis capensis,Trachylepis capensis,-25.933076,27.920314,2025-1-16,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/473929422/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5087389568
GBIF,Johannesburg,South Africa,Hemidactylus mabouia,Hemidactylus mabouia,-25.820572,28.258688,2025-1-30,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/473930692/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5087502610
GBIF,Johannesburg,South Africa,Boaedon capensis,Boaedon capensis,-26.107329,27.896534,2025-1-3,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/475198418/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5087785611
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-25.780937,28.363442,2025-1-16,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/476628411/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5087916961
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-25.775313,28.334591,2025-1-23,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/477305086/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5088113827
GBIF,Johannesburg,South Africa,Boaedon capensis,Boaedon capensis,-25.912194,28.464534,2025-1-25,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469090248/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5206457464
GBIF,Johannesburg,South Africa,Hemachatus haemachatus,Hemachatus haemachatus,-25.90249,28.339726,2025-1-15,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/572187434/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5837987673
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.150844,28.004122,2025-1-2,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/605870431/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/6131285352
GBIF,Johannesburg,South Africa,Boaedon capensis,Boaedon capensis,-25.731999,28.544033,2025-1-4,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/616588347/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/6162964648
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-26.105423,27.968564,2025-2-1,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/467320807/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063669002
GBIF,Johannesburg,South Africa,Hemidactylus mabouia,Hemidactylus mabouia,-26.105423,27.968564,2025-2-1,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/467320737/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063670122
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-26.1804,27.986675,2025-2-1,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/467366109/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063677118
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-25.868657,28.186147,2025-2-1,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/467643901/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063748023
GBIF,Johannesburg,South Africa,Crotaphopeltis hotamboeia,Crotaphopeltis hotamboeia,-25.874454,27.445236,2025-2-1,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/467643356/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063761924
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-26.030178,28.007637,2025-2-4,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/467996957/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063783900
GBIF,Johannesburg,South Africa,Afrotyphlops bibronii,Afrotyphlops bibronii,-26.497,28.209,2025-2-4,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468199657/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063847257
GBIF,Johannesburg,South Africa,Bitis arietans,Bitis arietans,-25.854212,27.841766,2025-2-6,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468431895/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063921968
GBIF,Johannesburg,South Africa,Psammophylax tritaeniatus,Psammophylax tritaeniatus,-25.809377,27.689269,2025-2-6,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468424384/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063940114
GBIF,Johannesburg,South Africa,Lamprophis aurora,Lamprophis aurora,-26.689164,27.736822,2025-2-9,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469026832/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5063996849
GBIF,Johannesburg,South Africa,Crotaphopeltis hotamboeia,Crotaphopeltis hotamboeia,-25.832146,27.661482,2025-2-9,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469085404/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5064006630
GBIF,Johannesburg,South Africa,Psammophylax tritaeniatus,Psammophylax tritaeniatus,-25.83092,27.663123,2025-2-8,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469514905/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5064110080
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-25.830725,27.662027,2025-2-9,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469514377/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5064119062
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-25.834205,27.674485,2025-2-8,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469514667/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5064121122
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.30584,28.444524,2025-2-12,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469762268/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069808929
GBIF,Johannesburg,South Africa,Agama atra,Agama atra,-26.293969,28.018727,2025-2-12,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469675541/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069810609
GBIF,Johannesburg,South Africa,Pachydactylus affinis,Pachydactylus affinis,-25.848152,28.275566,2025-2-8,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468751612/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069814364
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-26.305045,28.442847,2025-2-12,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469764542/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069852930
GBIF,Johannesburg,South Africa,Hemidactylus mabouia,Hemidactylus mabouia,-25.756617,28.234996,2025-2-3,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469748504/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069854027
GBIF,Johannesburg,South Africa,Bradypodion ventrale,Bradypodion ventrale,-26.145855,28.074411,2025-2-1,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470221938/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069915256
GBIF,Johannesburg,South Africa,Bradypodion ventrale,Bradypodion ventrale,-26.145688,28.074599,2025-2-1,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470221906/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069921247
GBIF,Johannesburg,South Africa,Agama atra,Agama atra,-25.707467,27.882041,2025-2-8,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/469304048/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069926345
GBIF,Johannesburg,South Africa,Boaedon capensis,Boaedon capensis,-25.925831,27.927495,2025-2-15,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470453415/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069927910
GBIF,Johannesburg,South Africa,Panaspis wahlbergii,Panaspis wahlbergii,-25.923463,27.921622,2025-2-15,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470453681/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069949879
GBIF,Johannesburg,South Africa,Psammophis brevirostris,Psammophis brevirostris,-25.925099,27.918453,2025-2-15,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470453736/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069951974
GBIF,Johannesburg,South Africa,Trachylepis laevigata,Trachylepis laevigata,-25.692945,27.949669,2025-2-16,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470494957/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069964079
GBIF,Johannesburg,South Africa,Hemidactylus mabouia,Hemidactylus mabouia,-25.73393,27.886506,2025-2-15,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470453836/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069965981
GBIF,Johannesburg,South Africa,Mochlus sundevallii,Mochlus sundevallii,-25.687876,27.944966,2025-2-16,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470494998/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069973026
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.14031,28.070882,2025-2-2,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470222057/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069981098
GBIF,Johannesburg,South Africa,Boaedon capensis,Boaedon capensis,-25.919551,27.911232,2025-2-15,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470453745/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069981977
GBIF,Johannesburg,South Africa,Trachylepis capensis,Trachylepis capensis,-25.91957,27.911193,2025-2-15,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/473374354/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5069984115
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-25.753611,28.235278,2025-2-14,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470223519/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5070039225
GBIF,Johannesburg,South Africa,Boaedon capensis,Boaedon capensis,-25.920745,27.92871,2025-2-15,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470453781/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5070087972
GBIF,Johannesburg,South Africa,Atractaspis bibronii,Atractaspis bibronii,-25.920302,27.928265,2025-2-15,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470453798/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5070103952
GBIF,Johannesburg,South Africa,Trachylepis laevigata,Trachylepis laevigata,-25.794159,28.345186,2025-2-9,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/471129286/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5076885738
GBIF,Johannesburg,South Africa,Crotaphopeltis hotamboeia,Crotaphopeltis hotamboeia,-25.81562,27.472128,2025-2-14,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/471181384/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5076898801
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.16822,28.034484,2025-2-11,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/471535778/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5076957837
GBIF,Johannesburg,South Africa,Varanus niloticus,Varanus niloticus,-25.72027,27.84382,2025-2-21,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/471746444/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077005439
GBIF,Johannesburg,South Africa,Acanthocercus atricollis,Acanthocercus atricollis,-25.687995,28.304685,2025-2-23,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/471964913/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077013036
GBIF,Johannesburg,South Africa,Boaedon capensis,Boaedon capensis,-25.71912,27.843192,2025-2-22,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/471958070/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077022028
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-25.833417,28.273127,2025-2-22,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/471793511/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077029558
GBIF,Johannesburg,South Africa,Duberria lutrix,Duberria lutrix,-26.82855,27.366193,2025-2-23,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/471956979/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077034926
GBIF,Johannesburg,South Africa,Duberria lutrix,Duberria lutrix,-26.92303,28.314563,2025-2-23,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/471967430/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077034946
GBIF,Johannesburg,South Africa,Psammophis brevirostris,Psammophis brevirostris,-25.690664,27.21112,2025-2-22,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/471776323/original.jpg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077035468
GBIF,Johannesburg,South Africa,Trachylepis punctatissima,Trachylepis punctatissima,-26.130779,28.106343,2025-2-22,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/472038749/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077043162
GBIF,Johannesburg,South Africa,Agama atra,Agama atra,-26.852985,28.124836,2025-2-23,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/472048666/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077046191
GBIF,Johannesburg,South Africa,Naja annulifera,Naja annulifera,-25.830686,27.661763,2025-2-24,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/472323781/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077059966
GBIF,Johannesburg,South Africa,Naja annulifera,Naja annulifera,-25.831115,27.662605,2025-2-24,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/472323632/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077071899
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-26.088751,28.029639,2025-2-25,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/472538633/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077130635
GBIF,Johannesburg,South Africa,Lygodactylus capensis,Lygodactylus capensis,-26.138848,28.054445,2025-2-25,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/472473311/original.jpeg,HUMAN_OBSERVATION,https://www.gbif.org/occurrence/5077133426
